patch,min_x,max_x,min_y,max_y,min_z,max_z
patch_0_21.png,698.7520141601562,701.7520141601562,972.3250122070312,975.3250122070312,20.55900001525879,39.5260009765625
patch_0_22.png,701.7520141601562,704.7520141601562,972.3250122070312,975.3250122070312,20.350000381469727,38.99399948120117
patch_0_23.png,704.7520141601562,707.7520141601562,972.3250122070312,975.3250122070312,20.68199920654297,26.611000061035156
patch_1_20.png,695.7520141601562,698.7520141601562,975.3250122070312,978.3250122070312,24.450000762939453,25.972000122070312
patch_1_21.png,698.7520141601562,701.7520141601562,975.3250122070312,978.3250122070312,20.333999633789062,38.8390007019043
patch_1_22.png,701.7520141601562,704.7520141601562,975.3250122070312,978.3250122070312,20.735000610351562,28.20400047302246
patch_1_23.png,704.7520141601562,707.7520141601562,975.3250122070312,978.3250122070312,20.492000579833984,29.844999313354492
patch_1_24.png,707.7520141601562,710.7520141601562,975.3250122070312,978.3250122070312,26.719999313354492,30.35300064086914
patch_2_19.png,692.7520141601562,695.7520141601562,978.3250122070312,981.3250122070312,29.517000198364258,30.511999130249023
patch_2_20.png,695.7520141601562,698.7520141601562,978.3250122070312,981.3250122070312,24.983999252319336,30.613000869750977
patch_2_21.png,698.7520141601562,701.7520141601562,978.3250122070312,981.3250122070312,20.12700080871582,27.868999481201172
patch_2_22.png,701.7520141601562,704.7520141601562,978.3250122070312,981.3250122070312,20.54199981689453,28.858999252319336
patch_2_23.png,704.7520141601562,707.7520141601562,978.3250122070312,981.3250122070312,27.90399932861328,29.833999633789062
patch_2_24.png,707.7520141601562,710.7520141601562,978.3250122070312,981.3250122070312,27.83300018310547,30.525999069213867
patch_2_25.png,710.7520141601562,713.7520141601562,978.3250122070312,981.3250122070312,21.15399932861328,30.141000747680664
patch_3_19.png,692.7520141601562,695.7520141601562,981.3250122070312,984.3250122070312,29.267000198364258,31.408000946044922
patch_3_20.png,695.7520141601562,698.7520141601562,981.3250122070312,984.3250122070312,25.801000595092773,31.134000778198242
patch_3_21.png,698.7520141601562,701.7520141601562,981.3250122070312,984.3250122070312,20.572999954223633,30.659000396728516
patch_3_22.png,701.7520141601562,704.7520141601562,981.3250122070312,984.3250122070312,20.493000030517578,28.902000427246094
patch_3_23.png,704.7520141601562,707.7520141601562,981.3250122070312,984.3250122070312,20.659000396728516,29.408000946044922
patch_3_24.png,707.7520141601562,710.7520141601562,981.3250122070312,984.3250122070312,20.80500030517578,29.850000381469727
patch_3_25.png,710.7520141601562,713.7520141601562,981.3250122070312,984.3250122070312,20.601999282836914,29.591999053955078
patch_3_26.png,713.7520141601562,716.7520141601562,981.3250122070312,984.3250122070312,21.149999618530273,29.871999740600586
patch_3_27.png,716.7520141601562,719.7520141601562,981.3250122070312,984.3250122070312,21.302000045776367,21.365999221801758
patch_4_18.png,689.7520141601562,692.7520141601562,984.3250122070312,987.3250122070312,29.413999557495117,30.447999954223633
patch_4_19.png,692.7520141601562,695.7520141601562,984.3250122070312,987.3250122070312,29.79599952697754,31.128999710083008
patch_4_20.png,695.7520141601562,698.7520141601562,984.3250122070312,987.3250122070312,20.923999786376953,31.207000732421875
patch_4_21.png,698.7520141601562,701.7520141601562,984.3250122070312,987.3250122070312,20.80500030517578,30.610000610351562
patch_4_22.png,701.7520141601562,704.7520141601562,984.3250122070312,987.3250122070312,20.95599937438965,27.350000381469727
patch_4_23.png,704.7520141601562,707.7520141601562,984.3250122070312,987.3250122070312,20.881000518798828,28.108999252319336
patch_4_24.png,707.7520141601562,710.7520141601562,984.3250122070312,987.3250122070312,20.8799991607666,28.31999969482422
patch_4_25.png,710.7520141601562,713.7520141601562,984.3250122070312,987.3250122070312,20.913999557495117,28.586999893188477
patch_4_26.png,713.7520141601562,716.7520141601562,984.3250122070312,987.3250122070312,21.18600082397461,25.368000030517578
patch_4_27.png,716.7520141601562,719.7520141601562,984.3250122070312,987.3250122070312,21.222000122070312,21.486000061035156
patch_4_28.png,719.7520141601562,722.7520141601562,984.3250122070312,987.3250122070312,21.270999908447266,21.485000610351562
patch_5_17.png,686.7520141601562,689.7520141601562,987.3250122070312,990.3250122070312,24.072999954223633,27.076000213623047
patch_5_18.png,689.7520141601562,692.7520141601562,987.3250122070312,990.3250122070312,20.82900047302246,30.551000595092773
patch_5_19.png,692.7520141601562,695.7520141601562,987.3250122070312,990.3250122070312,20.77899932861328,31.048999786376953
patch_5_20.png,695.7520141601562,698.7520141601562,987.3250122070312,990.3250122070312,20.770999908447266,30.98900032043457
patch_5_21.png,698.7520141601562,701.7520141601562,987.3250122070312,990.3250122070312,20.665000915527344,29.809999465942383
patch_5_22.png,701.7520141601562,704.7520141601562,987.3250122070312,990.3250122070312,20.983999252319336,21.29800033569336
patch_5_23.png,704.7520141601562,707.7520141601562,987.3250122070312,990.3250122070312,21.020999908447266,21.402000427246094
patch_5_24.png,707.7520141601562,710.7520141601562,987.3250122070312,990.3250122070312,20.95599937438965,21.408000946044922
patch_5_25.png,710.7520141601562,713.7520141601562,987.3250122070312,990.3250122070312,21.000999450683594,21.413000106811523
patch_5_26.png,713.7520141601562,716.7520141601562,987.3250122070312,990.3250122070312,21.059999465942383,21.365999221801758
patch_5_27.png,716.7520141601562,719.7520141601562,987.3250122070312,990.3250122070312,21.02899932861328,21.39299964904785
patch_5_28.png,719.7520141601562,722.7520141601562,987.3250122070312,990.3250122070312,21.1560001373291,21.4950008392334
patch_5_29.png,722.7520141601562,725.7520141601562,987.3250122070312,990.3250122070312,21.327999114990234,25.375
patch_6_16.png,683.7520141601562,686.7520141601562,990.3250122070312,993.3250122070312,21.474000930786133,27.90399932861328
patch_6_17.png,686.7520141601562,689.7520141601562,990.3250122070312,993.3250122070312,20.72800064086914,27.97100067138672
patch_6_18.png,689.7520141601562,692.7520141601562,990.3250122070312,993.3250122070312,20.766000747680664,28.878999710083008
patch_6_19.png,692.7520141601562,695.7520141601562,990.3250122070312,993.3250122070312,20.791000366210938,30.114999771118164
patch_6_20.png,695.7520141601562,698.7520141601562,990.3250122070312,993.3250122070312,20.93199920654297,29.10300064086914
patch_6_21.png,698.7520141601562,701.7520141601562,990.3250122070312,993.3250122070312,20.889999389648438,28.382999420166016
patch_6_22.png,701.7520141601562,704.7520141601562,990.3250122070312,993.3250122070312,20.908000946044922,21.267000198364258
patch_6_23.png,704.7520141601562,707.7520141601562,990.3250122070312,993.3250122070312,20.985000610351562,21.290000915527344
patch_6_24.png,707.7520141601562,710.7520141601562,990.3250122070312,993.3250122070312,21.03499984741211,21.31999969482422
patch_6_25.png,710.7520141601562,713.7520141601562,990.3250122070312,993.3250122070312,21.040000915527344,21.305999755859375
patch_6_26.png,713.7520141601562,716.7520141601562,990.3250122070312,993.3250122070312,21.075000762939453,21.336999893188477
patch_6_27.png,716.7520141601562,719.7520141601562,990.3250122070312,993.3250122070312,21.184999465942383,21.405000686645508
patch_6_28.png,719.7520141601562,722.7520141601562,990.3250122070312,993.3250122070312,21.136999130249023,21.562999725341797
patch_6_29.png,722.7520141601562,725.7520141601562,990.3250122070312,993.3250122070312,20.864999771118164,25.388999938964844
patch_6_30.png,725.7520141601562,728.7520141601562,990.3250122070312,993.3250122070312,21.650999069213867,23.35700035095215
patch_7_16.png,683.7520141601562,686.7520141601562,993.3250122070312,996.3250122070312,20.28499984741211,28.47100067138672
patch_7_17.png,686.7520141601562,689.7520141601562,993.3250122070312,996.3250122070312,20.70199966430664,27.607999801635742
patch_7_18.png,689.7520141601562,692.7520141601562,993.3250122070312,996.3250122070312,20.79599952697754,21.107999801635742
patch_7_19.png,692.7520141601562,695.7520141601562,993.3250122070312,996.3250122070312,20.74799919128418,21.238000869750977
patch_7_20.png,695.7520141601562,698.7520141601562,993.3250122070312,996.3250122070312,20.77400016784668,21.19499969482422
patch_7_21.png,698.7520141601562,701.7520141601562,993.3250122070312,996.3250122070312,20.76099967956543,21.214000701904297
patch_7_22.png,701.7520141601562,704.7520141601562,993.3250122070312,996.3250122070312,20.798999786376953,21.211999893188477
patch_7_23.png,704.7520141601562,707.7520141601562,993.3250122070312,996.3250122070312,20.886999130249023,21.274999618530273
patch_7_24.png,707.7520141601562,710.7520141601562,993.3250122070312,996.3250122070312,20.916000366210938,40.124000549316406
patch_7_25.png,710.7520141601562,713.7520141601562,993.3250122070312,996.3250122070312,21.079999923706055,40.34000015258789
patch_7_26.png,713.7520141601562,716.7520141601562,993.3250122070312,996.3250122070312,21.14699935913086,35.26900100708008
patch_7_27.png,716.7520141601562,719.7520141601562,993.3250122070312,996.3250122070312,21.215999603271484,21.593000411987305
patch_7_28.png,719.7520141601562,722.7520141601562,993.3250122070312,996.3250122070312,21.283000946044922,21.683000564575195
patch_7_29.png,722.7520141601562,725.7520141601562,993.3250122070312,996.3250122070312,21.43400001525879,22.10700035095215
patch_7_30.png,725.7520141601562,728.7520141601562,993.3250122070312,996.3250122070312,21.672000885009766,22.736000061035156
patch_7_31.png,728.7520141601562,731.7520141601562,993.3250122070312,996.3250122070312,21.85700035095215,22.395999908447266
patch_7_32.png,731.7520141601562,734.7520141601562,993.3250122070312,996.3250122070312,22.200000762939453,22.33799934387207
patch_8_15.png,680.7520141601562,683.7520141601562,996.3250122070312,999.3250122070312,19.608999252319336,28.895999908447266
patch_8_16.png,683.7520141601562,686.7520141601562,996.3250122070312,999.3250122070312,20.466999053955078,28.20599937438965
patch_8_17.png,686.7520141601562,689.7520141601562,996.3250122070312,999.3250122070312,20.736000061035156,21.035999298095703
patch_8_18.png,689.7520141601562,692.7520141601562,996.3250122070312,999.3250122070312,20.70599937438965,21.155000686645508
patch_8_19.png,692.7520141601562,695.7520141601562,996.3250122070312,999.3250122070312,20.687999725341797,38.89099884033203
patch_8_20.png,695.7520141601562,698.7520141601562,996.3250122070312,999.3250122070312,20.62299919128418,41.31399917602539
patch_8_21.png,698.7520141601562,701.7520141601562,996.3250122070312,999.3250122070312,20.836999893188477,42.18000030517578
patch_8_22.png,701.7520141601562,704.7520141601562,996.3250122070312,999.3250122070312,20.968000411987305,38.72200012207031
patch_8_23.png,704.7520141601562,707.7520141601562,996.3250122070312,999.3250122070312,20.94700050354004,40.000999450683594
patch_8_24.png,707.7520141601562,710.7520141601562,996.3250122070312,999.3250122070312,20.95800018310547,40.707000732421875
patch_8_25.png,710.7520141601562,713.7520141601562,996.3250122070312,999.3250122070312,21.222000122070312,41.382999420166016
patch_8_26.png,713.7520141601562,716.7520141601562,996.3250122070312,999.3250122070312,21.29800033569336,41.39500045776367
patch_8_27.png,716.7520141601562,719.7520141601562,996.3250122070312,999.3250122070312,21.361000061035156,37.7760009765625
patch_8_28.png,719.7520141601562,722.7520141601562,996.3250122070312,999.3250122070312,21.440000534057617,37.74300003051758
patch_8_29.png,722.7520141601562,725.7520141601562,996.3250122070312,999.3250122070312,21.631000518798828,37.30400085449219
patch_8_30.png,725.7520141601562,728.7520141601562,996.3250122070312,999.3250122070312,21.819000244140625,22.886999130249023
